title,url,imdbRating,duration,year,Action,Adventure,Animation,Comedy,Crime,Drama,Horror,Romance,Science-Fiction,Thriller,,,,
Kung Pow: Enter the Fist (2002),http://www.imdb.com/title/tt0240468/,6.1,4860,2002,1,0,0,1,0,0,0,0,0,0,,,,
History Brought to Life (1950),http://www.imdb.com/title/tt0240579/,5.5,600,1950,0,0,0,0,0,0,0,0,0,0,,,,
Arielle\,arielle die meerjungfrau sehnsucht nach dem meer video,http://www.imdb.com/title/tt0240684/,7856,4500,3,0,0,0,0,0,0,0,0,0,0,,,
Der Gentleman-Killer (1942),http://www.imdb.com/title/tt0034941/,6.9,4440,1942,0,0,0,0,1,1,0,0,0,0,,,,
Sous le sable (2000),http://www.imdb.com/title/tt0240913/,7.2,5520,2000,0,0,0,0,0,1,0,0,0,0,,,,
Vanity Fair (2004),http://www.imdb.com/title/tt0241025/,6.2,8460,2004,0,0,0,0,0,1,0,0,0,0,,,,
The Fantastic Four (TV Series 1978– ),http://www.imdb.com/title/tt0241100/,5.9,,1978,0,0,1,0,0,0,0,0,1,0,,,,
Das Halsband der Königin (2001),http://www.imdb.com/title/tt0242252/,6.1,7080,2001,0,0,0,0,0,1,0,0,0,0,,,,
Alai Payuthey (2000),http://www.imdb.com/title/tt0242256/,7.9,9360,2000,0,0,0,0,0,1,0,1,0,0,,,,
Hera Pheri (2000),http://www.imdb.com/title/tt0242519/,8.5,9360,2000,0,0,0,1,0,0,0,0,0,0,,,,
The Hole - Gefangen in der Dunkelheit (2001),http://www.imdb.com/title/tt0242527/,6.2,6120,2001,0,0,0,0,0,1,1,0,0,0,,,,
Ausgerechnet Wolkenkratzer (1923),http://www.imdb.com/title/tt0014429/,8.3,4200,1923,0,0,0,1,0,0,0,1,0,1,,,,
Lusting Hours (1967),http://www.imdb.com/title/tt0242625/,5.7,4380,1967,0,0,0,0,0,1,0,0,0,0,,,,
Va savoir - Keiner weiß mehr (2001),http://www.imdb.com/title/tt0242994/,7,9240,2001,0,0,0,1,1,1,0,0,0,0,,,,
Bridget Jones - Schokolade zum Frühstück (2001),http://www.imdb.com/title/tt0243155/,6.7,5820,2001,0,0,0,1,0,1,0,1,0,0,,,,
Ein Mann sieht rosa (2001),http://www.imdb.com/title/tt0243493/,7.1,5040,2001,0,0,0,1,0,0,0,0,0,0,,,,
Stuart Little 2 (2002),http://www.imdb.com/title/tt0243585/,5.4,4620,2002,0,1,1,1,0,0,0,0,0,0,,,,
Gefangen in der Hölle (2001),http://www.imdb.com/title/tt0243609/,7.1,7500,2001,1,0,0,0,0,1,0,0,0,0,,,,
The Unknown Peter Sellers (2000),http://www.imdb.com/title/tt0243637/,7.4,3120,2000,0,0,0,0,0,0,0,0,0,0,,,,
Gefährliche Freundschaft (1941),http://www.imdb.com/title/tt0035034/,6.9,6000,1941,0,0,0,0,0,1,0,0,0,0,,,,
Wet Hot American Summer (2001),http://www.imdb.com/title/tt0243655/,6.8,5820,2001,0,0,0,1,0,0,0,1,0,0,,,,
A propósito de Buñuel (2000),http://www.imdb.com/title/tt0243739/,7.3,6180,2000,0,0,0,0,0,0,0,0,0,0,,,,
American Outlaws (2001),http://www.imdb.com/title/tt0244000/,5.9,5640,2001,1,0,0,0,0,0,0,0,0,0,,,,
Quick Draw McGraw (TV Series 1959–1962),http://www.imdb.com/title/tt0244156/,7.2,1800,1962,0,0,1,1,0,0,0,0,0,0,,,,
Passwort: Swordfish (2001),http://www.imdb.com/title/tt0244244/,6.5,5940,2001,1,0,0,0,1,0,0,0,0,1,,,,
Yi yi (2000),http://www.imdb.com/title/tt0244316/,8,10380,2000,0,0,0,0,0,1,0,1,0,0,,,,
Star Trek: Enterprise (TV Series 2001–2005),http://www.imdb.com/title/tt0244365/,7.5,3600,2001,1,1,0,0,0,0,0,0,1,0,,,,
Ich Du Sie - Darlenes Männer (2000),http://www.imdb.com/title/tt0244504/,7.1,6240,2000,0,0,0,1,0,1,0,1,0,0,,,,
Hadh Kar Di Aapne (2000),http://www.imdb.com/title/tt0244528/,5,,2000,0,0,0,1,0,0,0,1,0,0,,,,
Khubsoorat (1980),http://www.imdb.com/title/tt0244585/,7.8,,1980,0,0,0,1,0,1,0,0,0,0,,,,
Monkey Island 2: LeChuck's Revenge (Video Game 1991),http://www.imdb.com/title/tt0244661/,8.5,,1991,0,1,1,1,0,0,0,0,0,0,,,,
Edges of the Lord (2001),http://www.imdb.com/title/tt0245090/,7,5700,2001,0,0,0,0,1,1,0,0,0,0,,,,
The Forsaken - Die Nacht ist gierig (2001),http://www.imdb.com/title/tt0245120/,5.3,5400,2001,0,0,0,0,0,0,1,0,0,1,,,,
Bulletproof Monk - Der kugelsichere Mönch (2003),http://www.imdb.com/title/tt0245803/,5.4,6240,2003,1,0,0,1,0,0,0,0,0,0,,,,
Besessenheit (1943),http://www.imdb.com/title/tt0035160/,7.8,8400,1943,0,0,0,0,1,1,0,1,0,0,,,,
James Bond 007 - Stirb an einem anderen Tag (2002),http://www.imdb.com/title/tt0246460/,6.1,7980,2002,1,1,0,0,1,0,0,0,0,0,,,,
Jagd auf Mr. Tout (2001),http://www.imdb.com/title/tt0246500/,6.4,5520,2001,0,0,0,1,1,0,0,0,0,0,,,,
The Musketeer (2001),http://www.imdb.com/title/tt0246544/,4.7,6240,2001,1,1,0,0,0,1,0,0,0,0,,,,
Heaven (2002),http://www.imdb.com/title/tt0246677/,7.2,5820,2002,0,0,0,0,1,1,0,1,0,0,,,,
Khiladiyon Ka Khiladi (1996),http://www.imdb.com/title/tt0246729/,5.6,,1996,1,0,0,0,0,0,0,0,0,1,,,,
De l'origine du XXIe siècle (2000),http://www.imdb.com/title/tt0246866/,7.5,780,2000,0,0,0,0,0,0,0,0,0,0,,,,
Qurbani (1980),http://www.imdb.com/title/tt0246879/,7.1,9420,1980,1,0,0,0,0,1,0,0,0,1,,,,
CSI - Den Tätern auf der Spur (TV Series 2000– ),http://www.imdb.com/title/tt0247082/,7.9,3600,2000,0,0,0,0,1,1,0,0,0,0,,,,
Donald Duck Goin' Quackers (Video Game 2000),http://www.imdb.com/title/tt0247298/,7.4,,2000,0,0,1,0,0,0,0,0,0,0,,,,
X-Men Evolution - Die Mutanten (TV Series 2000–2003),http://www.imdb.com/title/tt0247827/,8,1320,2000,1,0,1,0,0,1,0,0,0,0,,,,
Aap Mujhe Achche Lagne Lage (2002),http://www.imdb.com/title/tt0247911/,3.1,,2002,1,0,0,0,0,1,0,1,0,0,,,,
Die werckmeisterschen Harmonien (2000),http://www.imdb.com/title/tt0249241/,8.2,8700,2000,0,0,0,0,0,1,0,0,0,0,,,,
Pittsburgh (1942),http://www.imdb.com/title/tt0035195/,6.6,5460,1942,0,0,0,0,0,1,0,0,0,0,,,,
Yu-Gi-Oh! (TV Series 1998–2006),http://www.imdb.com/title/tt0249327/,6.6,1800,1998,0,1,1,0,0,0,0,0,0,0,,,,
Tödliches Vertrauen (2001),http://www.imdb.com/title/tt0249478/,5.5,5340,2001,0,0,0,0,1,0,0,0,0,1,,,,
The Trip (2002),http://www.imdb.com/title/tt0250067/,7.2,5700,2002,0,0,0,1,0,1,0,1,0,0,,,,
Asterix & Obelix: Mission Kleopatra (2002),http://www.imdb.com/title/tt0250223/,6.6,6420,2002,0,1,0,1,0,0,0,0,0,0,,,,
Har Dil Jo Pyar Karega... (2000),http://www.imdb.com/title/tt0250415/,5.1,10380,2000,0,0,0,0,0,1,0,1,0,0,,,,
Killing Me Softly (2002),http://www.imdb.com/title/tt0250468/,5.4,6000,2002,0,0,0,0,0,1,0,1,0,0,,,,
Refugee (2000),http://www.imdb.com/title/tt0250690/,5.7,12420,2000,0,0,0,0,0,1,0,1,0,0,,,,
Untreu (2002),http://www.imdb.com/title/tt0250797/,6.7,7440,2002,0,0,0,0,0,1,0,1,0,1,,,,
Vincent Price: The Sinister Image (1987),http://www.imdb.com/title/tt0250811/,7.9,11520,1987,0,0,0,0,0,0,0,0,0,0,,,,
Das Tribunal (2002),http://www.imdb.com/title/tt0251114/,6.3,7500,2002,0,0,0,0,0,1,0,0,0,0,,,,
John Q. - Verzweifelte Wut (2002),http://www.imdb.com/title/tt0251160/,7,6960,2002,0,0,0,0,1,1,0,0,0,1,,,,
Telescope A Talk with Hitchcock (TV Episode 1964),http://www.imdb.com/title/tt0251424/,7.9,3120,1964,0,0,0,0,0,0,0,0,0,0,,,,
Das Haus der 1000 Leichen (2003),http://www.imdb.com/title/tt0251736/,6,5340,2003,0,0,0,0,0,0,1,0,0,0,,,,
Long Time Dead (2002),http://www.imdb.com/title/tt0251806/,4.9,5640,2002,0,0,0,0,0,0,1,0,0,1,,,,
One Hour in Wonderland (1950),http://www.imdb.com/title/tt0251912/,7.5,3540,1950,0,0,0,1,0,0,0,0,0,0,,,,
Manhattan Love Story (2002),http://www.imdb.com/title/tt0252076/,4.9,6300,2002,0,0,0,1,0,1,0,1,0,0,,,,
Long Walk Home (2002),http://www.imdb.com/title/tt0252444/,7.5,5640,2002,0,1,0,0,0,1,0,0,0,0,,,,
Die Grauzone (2001),http://www.imdb.com/title/tt0252480/,7.1,6480,2001,0,0,0,0,0,1,0,0,0,0,,,,
Hearts in Atlantis (2001),http://www.imdb.com/title/tt0252501/,6.9,6060,2001,0,0,0,0,0,1,0,0,0,0,,,,
Star Trek - Nemesis (2002),http://www.imdb.com/title/tt0253754/,6.4,6960,2002,1,1,0,0,0,0,0,0,1,0,,,,
Concorrenza sleale (2001),http://www.imdb.com/title/tt0254235/,7,6600,2001,0,0,0,0,0,1,0,0,0,0,,,,
Lucía und der Sex (2001),http://www.imdb.com/title/tt0254455/,7.3,7680,2001,0,0,0,0,0,1,0,1,0,0,,,,
Vasantha Maligai (1972),http://www.imdb.com/title/tt0254845/,7.1,,1972,0,0,0,0,0,0,0,0,0,0,,,,
Allein unter Nachbarn (2000),http://www.imdb.com/title/tt0255067/,7.4,6600,2000,0,0,0,1,1,0,1,0,0,0,,,,
Die Freibeuterin (1942),http://www.imdb.com/title/tt0035369/,6.8,5220,1942,0,0,0,0,0,1,0,0,0,0,,,,
A Midsummer Night's Dream (TV Movie 1981),http://www.imdb.com/title/tt0255374/,7.6,9360,1981,0,0,0,1,0,0,0,0,0,0,,,,
Saturday Night Live: The Best of Dana Carvey (1999),http://www.imdb.com/title/tt0255575/,7.4,5340,1999,0,0,0,1,0,0,0,0,0,0,,,,
Zubeidaa (2001),http://www.imdb.com/title/tt0255713/,6.2,9180,2001,0,1,0,0,0,1,0,0,0,0,,,,
Animal - Das Tier im Manne (2001),http://www.imdb.com/title/tt0255798/,4.8,5040,2001,0,0,0,1,0,0,0,0,1,0,,,,
Return to Babylon (2013),http://www.imdb.com/title/tt0255820/,7.1,4500,2013,0,0,0,1,0,1,0,0,0,0,,,,
Das Rückgrat des Teufels (2001),http://www.imdb.com/title/tt0256009/,7.5,6360,2001,0,0,0,0,0,1,1,0,0,0,,,,
Quiz $ Millionaire (TV Series 2000– ),http://www.imdb.com/title/tt0256570/,,,2000,0,0,0,0,0,0,0,0,0,0,,,,
Pokémon 2: Die Macht des Einzelnen (1999),http://www.imdb.com/title/tt0257001/,5.6,6120,1999,0,1,1,0,0,0,0,0,0,0,,,,
S.W.A.T. - Die Spezialeinheit (2003),http://www.imdb.com/title/tt0257076/,6,7020,2003,1,0,0,0,1,0,0,0,0,1,,,,
Der stille Amerikaner (2002),http://www.imdb.com/title/tt0258068/,7.1,6060,2002,0,0,0,0,0,1,0,1,0,0,,,,
S1m0ne (2002),http://www.imdb.com/title/tt0258153/,6.1,7020,2002,0,0,0,1,0,1,0,0,0,0,,,,
Lammbock (2001),http://www.imdb.com/title/tt0258760/,7.4,5580,2001,0,0,0,1,0,0,0,0,0,0,,,,
Im Zeichen der Libelle (2002),http://www.imdb.com/title/tt0259288/,6,6240,2002,0,0,0,0,0,1,0,0,0,0,,,,
Die drei Zeitalter (1923),http://www.imdb.com/title/tt0014538/,7.2,3780,1923,0,0,0,1,0,0,0,0,0,0,,,,
Ghost Rider (2007),http://www.imdb.com/title/tt0259324/,5.2,6840,2007,1,0,0,0,0,0,1,0,0,0,,,,
Lantana (2001),http://www.imdb.com/title/tt0259393/,7.4,7260,2001,0,0,0,0,0,1,0,0,0,0,,,,
"Cinéma\, de notre temps Une journée d'Andrei Arsenevitch (TV Episode 2000)",http://www.imdb.com/title/tt0259701/,8,3300,2000,0,0,0,0,0,0,0,0,0,0,,,,
Vanilla Sky (2001),http://www.imdb.com/title/tt0259711/,6.9,8160,2001,0,0,0,0,0,0,0,1,0,0,,,,
The Young and the Dead (2000),http://www.imdb.com/title/tt0259747/,7.1,5460,2000,0,0,0,0,0,0,0,0,0,0,,,,
Kuen sun (2001),http://www.imdb.com/title/tt0260136/,4.6,,2001,1,0,0,0,0,0,0,0,1,0,,,,
Jay und Silent Bob schlagen zurück (2001),http://www.imdb.com/title/tt0261392/,6.9,6240,2001,0,0,0,1,0,0,0,0,0,0,,,,
David Frost Interviews Richard Nixon (TV Movie 1977),http://www.imdb.com/title/tt0261639/,7.6,5100,1977,0,0,0,0,0,0,0,0,0,0,,,,
Session 9 (2001),http://www.imdb.com/title/tt0261983/,6.6,6000,2001,0,0,0,0,0,0,1,0,0,0,,,,
Las dos huerfanitas (1950),http://www.imdb.com/title/tt0262382/,7.6,6240,1950,0,0,0,0,0,1,0,0,0,0,,,,
Jeepers Creepers - Es ist angerichtet (2001),http://www.imdb.com/title/tt0263488/,6,5400,2001,0,0,0,0,0,0,1,0,0,0,,,,
Zeruda no densetsu: Kamigami no toraifôsu (Video Game 1991),http://www.imdb.com/title/tt0263641/,9,,1991,1,1,0,0,0,0,0,0,0,0,,,,
Spurwechsel (2002),http://www.imdb.com/title/tt0264472/,6.5,5880,2002,0,0,0,0,0,1,0,0,0,1,,,,
Joseph - König der Träume (Video 2000),http://www.imdb.com/title/tt0264734/,6.5,4500,2000,0,1,1,0,0,0,0,0,0,0,,,,
Das Haus am Meer (2001),http://www.imdb.com/title/tt0264796/,7.6,7500,2001,0,0,0,0,0,1,0,0,0,0,,,,
Lon Chaney: A Thousand Faces (TV Movie 2000),http://www.imdb.com/title/tt0264804/,6.7,5100,2000,0,0,0,0,0,0,0,0,0,0,,,,
America's Sweethearts (2001),http://www.imdb.com/title/tt0265029/,5.7,6120,2001,0,0,0,1,0,0,0,1,0,0,,,,
Ritter Jamal - Eine schwarze Komödie (2001),http://www.imdb.com/title/tt0265087/,4.6,5700,2001,0,1,0,1,0,0,0,0,0,0,,,,
Der Teufel gibt sich die Ehre (1942),http://www.imdb.com/title/tt0035521/,7.5,7200,1942,0,0,0,0,0,1,0,1,0,0,,,,
Expecting Mercy (2000),http://www.imdb.com/title/tt0265180/,5.2,4920,2000,0,0,0,0,0,0,0,0,0,1,,,,
The Girl Next Door (2004),http://www.imdb.com/title/tt0265208/,6.8,6480,2004,0,0,0,1,0,1,0,1,0,0,,,,
Monsoon Wedding (2001),http://www.imdb.com/title/tt0265343/,7.4,6840,2001,0,0,0,1,0,1,0,1,0,0,,,,
One Hour Photo (2002),http://www.imdb.com/title/tt0265459/,6.8,5760,2002,0,0,0,0,0,1,0,0,0,1,,,,
Die Entscheidung - Eine wahre Geschichte (2002),http://www.imdb.com/title/tt0265662/,7,7620,2002,0,0,0,0,0,1,0,0,0,0,,,,
Ein letzter Kuss (2001),http://www.imdb.com/title/tt0265930/,7,6900,2001,0,0,0,1,0,1,0,1,0,0,,,,
The 71st Annual Academy Awards (1999),http://www.imdb.com/title/tt0266221/,5.8,,1999,0,0,0,0,0,0,0,0,0,0,,,,
The 72nd Annual Academy Awards (2000),http://www.imdb.com/title/tt0266222/,6,,2000,0,0,0,0,0,0,0,0,0,0,,,,
Wake Island (1942),http://www.imdb.com/title/tt0035530/,7,5220,1942,1,0,0,0,0,1,0,0,0,0,,,,
Extreme Rage (2003),http://www.imdb.com/title/tt0266465/,6.1,6540,2003,1,0,0,0,1,1,0,0,0,0,,,,
Rush Hour 2 (2001),http://www.imdb.com/title/tt0266915/,6.5,5400,2001,1,0,0,1,1,0,0,0,0,0,,,,
Avalon (2001),http://www.imdb.com/title/tt0267287/,6.6,6420,2001,1,0,0,0,0,1,0,0,0,0,,,,
K-19 - Showdown in der Tiefe (2002),http://www.imdb.com/title/tt0267626/,6.6,8280,2002,0,0,0,0,0,1,0,0,0,1,,,,
The Making of 'Never Cry Wolf' (TV Movie 1983),http://www.imdb.com/title/tt0267716/,8.3,,1983,0,0,0,0,0,0,0,0,0,0,,,,
The One (2001),http://www.imdb.com/title/tt0267804/,5.9,5220,2001,1,0,0,0,0,0,0,0,1,1,,,,
Adaption. (2002),http://www.imdb.com/title/tt0268126/,7.8,6840,2002,0,0,0,1,1,1,0,0,0,0,,,,
Yankee Doodle Dandy (1942),http://www.imdb.com/title/tt0035575/,7.8,7560,1942,0,0,0,0,0,1,0,0,0,0,,,,
Jimmy Neutron: Der mutige Erfinder (2001),http://www.imdb.com/title/tt0268397/,6,4920,2001,1,1,1,0,0,0,0,0,0,0,,,,
The American Film Institute Salute to Orson Welles (1975),http://www.imdb.com/title/tt0268611/,6.7,7200,1975,0,0,0,0,0,0,0,0,0,0,,,,
The 67th Annual Academy Awards (1995),http://www.imdb.com/title/tt0268875/,6.5,12900,1995,0,0,0,0,0,0,0,0,0,0,,,,
Rat uzivo (2000),http://www.imdb.com/title/tt0269763/,6.9,6060,2000,0,0,0,1,0,1,0,0,0,0,,,,
Seetamalakshmi (1978),http://www.imdb.com/title/tt0269838/,7.5,,1978,0,0,0,0,0,1,0,0,0,0,,,,
The Charlie Rose Show (TV Series 1991– ),http://www.imdb.com/title/tt0270116/,7.7,3600,1991,0,0,0,0,0,0,0,0,0,0,,,,
Guitar o motta wataridori (1959),http://www.imdb.com/title/tt0270394/,6,4620,1959,0,0,0,0,0,0,0,0,0,0,,,,
You Were Never Lovelier (1942),http://www.imdb.com/title/tt0035583/,7.4,5820,1942,0,0,0,1,0,0,0,1,0,0,,,,
Kiss of the Dragon (2001),http://www.imdb.com/title/tt0271027/,6.6,5880,2001,1,0,0,0,1,0,0,0,0,1,,,,
The Siskel & Ebert 500th Anniversary Special (TV Movie 1989),http://www.imdb.com/title/tt0271186/,6.9,,1989,0,0,0,0,0,0,0,0,0,0,,,,
The 50th Annual Academy Awards (1978),http://www.imdb.com/title/tt0271340/,7.8,,1978,0,0,0,0,0,0,0,0,0,0,,,,
Die letzte Festung (2001),http://www.imdb.com/title/tt0272020/,6.9,7860,2001,1,0,0,0,0,1,0,0,0,1,,,,
Narc (2002),http://www.imdb.com/title/tt0272207/,7.3,6300,2002,0,0,0,0,1,1,0,0,0,1,,,,
John Ford (TV Movie 1993),http://www.imdb.com/title/tt0272682/,6.7,5400,1993,0,0,0,0,0,0,0,0,0,0,,,,
Aashiq (2001),http://www.imdb.com/title/tt0273406/,3.8,9600,2001,1,0,0,1,0,1,0,0,0,0,,,,
Einsatz im Nordatlantik (1943),http://www.imdb.com/title/tt0035608/,7,7560,1943,0,0,0,0,0,1,0,0,0,0,,,,
Mongoland (2001),http://www.imdb.com/title/tt0273833/,6.9,5040,2001,0,0,0,1,0,1,0,1,0,0,,,,
Poolhall Junkies (2002),http://www.imdb.com/title/tt0273982/,7,5940,2002,0,0,0,0,0,1,0,0,0,1,,,,
Sur mes lèvres (2001),http://www.imdb.com/title/tt0274117/,7.4,6900,2001,0,0,0,0,1,1,0,1,0,0,,,,
Johnny English (2003),http://www.imdb.com/title/tt0274166/,6,5280,2003,1,1,0,1,0,0,0,0,0,0,,,,
Comic Relief: The Invasion of the Comic Tomatoes (1993),http://www.imdb.com/title/tt0274436/,6.8,25500,1993,0,0,0,1,0,0,0,0,0,0,,,,
Glorious Technicolor (TV Movie 1998),http://www.imdb.com/title/tt0274530/,7.6,3600,1998,0,0,0,0,0,0,0,0,0,0,,,,
Minsaara Kanavu (1997),http://www.imdb.com/title/tt0274789/,7,9180,1997,0,0,0,1,0,1,0,1,0,0,,,,
Raumschiff Enterprise: Von einem Jahrhundert in das nächste ... (TV Movie 1991),http://www.imdb.com/title/tt0274889/,6.6,5580,1991,0,0,0,0,0,0,0,0,0,0,,,,
Musa - Der Krieger (2001),http://www.imdb.com/title/tt0275083/,7.3,9480,2001,1,0,0,0,0,1,0,0,0,0,,,,
Criminal Intent - Verbrechen im Visier (TV Series 2001–2011),http://www.imdb.com/title/tt0275140/,7.3,3600,2001,0,0,0,0,1,1,0,0,0,0,,,,
Dogtown and Z-Boys (2001),http://www.imdb.com/title/tt0275309/,7.7,5460,2001,0,0,0,0,0,0,0,0,0,0,,,,
La mala educación (2004),http://www.imdb.com/title/tt0275491/,7.5,6360,2004,0,0,0,0,0,1,0,0,0,0,,,,
Medal of Honor: Allied Assault (Video Game 2002),http://www.imdb.com/title/tt0275511/,8.3,,2002,1,1,0,0,0,0,0,0,0,0,,,,
Captured on Film: The True Story of Marion Davies (TV Movie 2001),http://www.imdb.com/title/tt0276585/,6.8,3420,2001,0,0,0,0,0,0,0,0,0,0,,,,
Below (2002),http://www.imdb.com/title/tt0276816/,6.2,6300,2002,0,0,0,0,0,0,1,0,0,1,,,,
Blueberry und der Fluch der Dämonen (2004),http://www.imdb.com/title/tt0276830/,5.2,7440,2004,0,1,0,0,0,0,0,0,0,0,,,,
Corregidor (1943),http://www.imdb.com/title/tt0035755/,5.3,4380,1943,0,0,0,0,0,1,0,0,0,0,,,,
The Scorpion King (2002),http://www.imdb.com/title/tt0277296/,5.5,5520,2002,1,1,0,0,0,0,0,0,0,0,,,,
Conspiracy Theory: Did We Land on the Moon? (TV Movie 2001),http://www.imdb.com/title/tt0277642/,5.8,2700,2001,0,0,0,0,0,0,0,0,0,0,,,,
Genug! (2002),http://www.imdb.com/title/tt0278435/,5.5,6900,2002,0,0,0,0,0,1,0,0,0,1,,,,
Hotel (2001),http://www.imdb.com/title/tt0278487/,4.4,5580,2001,0,0,0,1,0,0,0,0,0,0,,,,
Once Upon a Mouse (1981),http://www.imdb.com/title/tt0278605/,7.3,1620,1981,0,0,1,0,0,0,0,0,0,0,,,,
Stanley Kubrick - Ein Leben für den Film (2001),http://www.imdb.com/title/tt0278736/,8,8520,2001,0,0,0,0,0,0,0,0,0,0,,,,
Hollywood Ending (2002),http://www.imdb.com/title/tt0278823/,6.6,6720,2002,0,0,0,1,0,0,0,1,0,0,,,,
Gods and Generals (2003),http://www.imdb.com/title/tt0279111/,6.3,13140,2003,0,0,0,0,0,1,0,0,0,0,,,,
The Real Thing (2002),http://www.imdb.com/title/tt0279362/,5,5820,2002,0,0,0,0,0,0,0,1,0,0,,,,
Conker's Bad Fur Day (Video Game 2001),http://www.imdb.com/title/tt0279742/,8.4,,2001,1,0,1,1,0,0,0,0,0,0,,,,
O kalyteros mou filos (2001),http://www.imdb.com/title/tt0279895/,5.5,6240,2001,0,0,0,1,0,0,0,0,0,0,,,,
Neue Abenteuer in Nimmerland (2002),http://www.imdb.com/title/tt0280030/,5.8,4320,2002,0,1,1,0,0,0,0,0,0,0,,,,
Bad Company (2002),http://www.imdb.com/title/tt0280486/,5.6,6960,2002,1,1,0,1,0,0,0,0,0,0,,,,
Femme Fatale (2002),http://www.imdb.com/title/tt0280665/,6.3,6840,2002,0,0,0,0,1,0,0,0,0,1,,,,
Gosford Park (2001),http://www.imdb.com/title/tt0280707/,7.3,8220,2001,0,0,0,0,0,1,0,0,0,0,,,,
Harold Lloyd - Mädchenscheu (1924),http://www.imdb.com/title/tt0014945/,8.1,5220,1924,1,0,0,1,0,0,0,1,0,0,,,,
The Fallen Sparrow (1943),http://www.imdb.com/title/tt0035860/,6.8,5640,1943,0,0,0,0,0,1,0,0,0,0,,,,
Hollywoods Einzelgänger (1990),http://www.imdb.com/title/tt0280745/,7,5400,1990,0,0,0,0,0,0,0,0,0,0,,,,
Iris (2001),http://www.imdb.com/title/tt0280778/,7.1,5460,2001,0,0,0,0,0,1,0,1,0,0,,,,
Sladke sanje (2001),http://www.imdb.com/title/tt0281202/,7.3,6600,2001,0,0,0,0,0,1,0,0,0,0,,,,
Nur mit Dir (2002),http://www.imdb.com/title/tt0281358/,7.4,6060,2002,0,0,0,0,0,1,0,1,0,0,,,,
O Cinema Falado (1986),http://www.imdb.com/title/tt0281723/,5.6,6720,1986,0,0,0,0,0,0,0,0,0,0,,,,
Cinemania (2002),http://www.imdb.com/title/tt0281724/,7.1,4980,2002,0,0,0,0,0,0,0,0,0,0,,,,
Das Haus am Meer - Il Mare (2000),http://www.imdb.com/title/tt0282599/,7.8,6300,2000,0,0,0,0,0,1,0,1,0,0,,,,
Das Dschungelbuch 2 (2003),http://www.imdb.com/title/tt0283426/,5.3,4320,2003,0,1,1,0,0,0,0,0,0,0,,,,
Frankenstein Meets the Wolf Man (1943),http://www.imdb.com/title/tt0035899/,6.5,4440,1943,0,0,0,0,0,0,1,0,1,0,,,,
8 Frauen (2002),http://www.imdb.com/title/tt0283832/,7.1,6660,2002,0,0,0,1,1,0,0,0,0,0,,,,
Barcelona für ein Jahr (2002),http://www.imdb.com/title/tt0283900/,7.3,7320,2002,0,0,0,1,0,1,0,0,0,0,,,,
Behind the Scenes: Road to El Dorado (Video 2000),http://www.imdb.com/title/tt0283923/,6.4,,2000,0,0,0,0,0,0,0,0,0,0,,,,
Ball & Chain - Zwei Nieten und sechs Richtige (2002),http://www.imdb.com/title/tt0283957/,5.9,6420,2002,1,1,0,1,0,0,0,0,0,0,,,,
Lakhon Me Ek (1971),http://www.imdb.com/title/tt0284248/,6.7,,1971,0,0,0,1,0,1,0,0,0,0,,,,
Ich habe den englischen König bedient (2006),http://www.imdb.com/title/tt0284363/,7.4,7200,2006,0,0,0,1,0,1,0,1,0,0,,,,
Showtime (2002),http://www.imdb.com/title/tt0284490/,5.5,5700,2002,1,0,0,1,1,0,0,0,0,0,,,,
Julius Caesar (TV Movie 2002),http://www.imdb.com/title/tt0284741/,6.8,14400,2002,0,0,0,0,0,1,0,0,0,0,,,,
Guadalkanal - Die Hölle im Pazifik (1943),http://www.imdb.com/title/tt0035957/,6.9,5580,1943,0,0,0,0,0,1,0,0,0,0,,,,
The 70th Annual Academy Awards (1998),http://www.imdb.com/title/tt0284808/,6.1,,1998,0,0,0,0,0,0,0,0,0,0,,,,
Aarzoo (1999),http://www.imdb.com/title/tt0284811/,5.1,,1999,1,0,0,0,0,1,0,0,0,0,,,,
24 - Twenty Four (TV Series 2001–2010),http://www.imdb.com/title/tt0285331/,8.5,2520,2001,1,0,0,0,0,1,0,0,0,0,,,,
Atanarjuat (2001),http://www.imdb.com/title/tt0285441/,7.5,10320,2001,0,0,0,0,0,1,0,0,0,0,,,,
Dreamcatcher (2003),http://www.imdb.com/title/tt0285531/,5.5,8160,2003,0,0,0,0,0,1,1,0,1,0,,,,
Irgendwann in Mexico (2003),http://www.imdb.com/title/tt0285823/,6.4,6120,2003,1,0,0,0,0,0,0,0,0,1,,,,
Texas Chain Saw Massacre: The Shocking Truth (Video 2000),http://www.imdb.com/title/tt0286214/,7.2,4500,2000,0,0,0,0,0,0,0,0,0,0,,,,
Kampf in den Wolken (1943),http://www.imdb.com/title/tt0035959/,7,7200,1943,0,0,0,0,0,1,0,1,0,0,,,,
Kick It Like Beckham (2002),http://www.imdb.com/title/tt0286499/,6.7,6720,2002,0,0,0,1,0,1,0,1,0,0,,,,
Hero Hindustani (1998),http://www.imdb.com/title/tt0286683/,4.8,,1998,1,0,0,1,0,1,0,0,0,0,,,,
Hulk (2003),http://www.imdb.com/title/tt0286716/,5.7,8280,2003,1,0,0,0,0,0,0,0,1,0,,,,
Memories of Videodisc (Video 1986),http://www.imdb.com/title/tt0286815/,6.6,,1986,0,0,0,0,0,0,0,0,0,0,,,,
